comment,ai_labelled,emoji_present,hindi_pct
public engagement ke liye only hashtags,sarcastic,no,33.33
face_with_tears_of_joy tum sirf ruzan batao 370 bus,sarcastic,yes,38.1
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,19.05
sach bolna bhi crime ho gaya hai,sarcastic,no,90.0
enraged_face enraged_face enraged_face India India India India India India India India,non-sarcastic,no,0.0
Kyu dakh ka gand fatt gy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Islam Zindabaad flexed_biceps,non-sarcastic,yes,20.0
aabe jhatu is per bhi kyon hindu nusalman kar raha hai,non-sarcastic,no,85.0
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,0.0
aarrest kro ese enraged_face enraged_face enraged_face enraged_face,sarcastic,no,23.08
Gravity gayi tel lene face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,12.82
tabhi namta benerji aaaj futi adhmari padi hai hospital main face_with_tears_of_joy or condom ka istemal iss aurat ne bahot liya hoga tabhi dimag me sirf condom chalta chudail ke aurat ke nam pr kalank.,sarcastic,yes,72.46
Paisee do abb fatafat fatafat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,11.9
Or do vote Papu ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,2.56
Chehra chupake koi bhi bhok sakta hai face_with_tears_of_joy,non-sarcastic,yes,57.69
Forget about how manh children let discuss how many wifes and how many are sisters in them face_with_tears_of_joy,sarcastic,yes,0.0
Bhai ka breakup hua hai toh poora mohalla sad playlist sun raha hai. Yaar headphones le le mere dost! 🎧😭,sarcastic,yes,63.64
tal laga k dabur ka nam mita do babar ka ........ aallah hu akbar cross_mark laura hu akbar check_mark_button,sarcastic,yes,47.5
Congress win nhi Kari chutiyo face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,20.0
"Yeh influencer bhaiya ne phir se life hack bataya: ‘Utho early, be successful!’ Genius! 🌞💼",sarcastic,yes,44.83
Allah smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes huakbar,non-sarcastic,yes,4.69
tujhyaa aaeechee puchi randa ganda maaraa eechee,non-sarcastic,no,100.0
jali h burnol bhj rha hn,sarcastic,no,76.92
tula mahit ahe ka tuja bap kon randi chi olad,sarcastic,no,88.24
hi raanda marela aapalyaa saarakhyaa ekhaadyaachyaa haatoona ekaa divashee.. chootyaa,sarcastic,no,90.32
Moka milte hi ura DIY jaoge cross_mark cross_mark cross_mark cross_mark,sarcastic,yes,36.36
nountain dew dar ke maka chot,non-sarcastic,no,70.0
One of the biggest reason to not vote for Congress,non-sarcastic,no,0.0
Factfully he is right. Agar yahudiyo ka support hota h kyoki hitler ne unke saath bura kiya to har bande ko vesa saath milna chahiye. Btw I'm h brahmin hindu by religion and indian by nation.,sarcastic,no,58.73
Mountain dew cross_mark dar ki maki chuuuu face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,20.0
Kaha jinda rahegi tumhare mathe per face_with_tears_of_joy,sarcastic,yes,54.17
yeh ajkal ki aaurto ko ho kya gaya hai neutral_face,non-sarcastic,no,82.35
Godi media ki g*** jal gai hi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,17.78
katter hindi sudhir chaudhary flag_in_hole flag_in_hole flag_in_hole flag_in_hole,non-sarcastic,no,6.9
kuchh kam kiya hota too dharm ke nam pe vote ki bheekh na magna padta... aur ye hal na hota... aur hindu dharm tumhare bap ka nhi hai.. rajniti se bahar rkho dharm ko... jai sree ram folded_hands,non-sarcastic,no,71.25
Le mooth diya tera 10 rs ka knowledge per face_with_tears_of_joy,sarcastic,yes,26.09
Mountain dew dar ki maki chu moai rolling_on_the_floor_laughing,sarcastic,no,35.0
Mountain dew dar ki man ki chut face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,11.32
bilkul nhi ana cahiye ye hindu rashtra hai or yaha mullo ki nhi chale gi,sarcastic,no,100.0
tu nhi keli ajun pragati face_with_tears_of_joy,non-sarcastic,yes,45.0
aisee hee badatameejee agara la.dakaa karataa to mahilaa aayoga ye aayoga niyoga saba apanee chaa mu.daane aa jaate face_with_tears_of_joy,non-sarcastic,yes,75.47
dekho hinduo bhai tum ek vote nhi diye to tumko hijde bana diye yahi fark hy bjp hindu me or real hindu me hindu kabhi khatre me tha hi nhi bs kursi thi,sarcastic,no,91.07
aare bhn jara apne purvajo ke nam pad lo fir tum bhi bolo gi jai shri ram triangular_flag,sarcastic,no,90.0
Me to na sehta uncle crying_face,non-sarcastic,yes,45.45
"yar hinduism me bhi kaurav the but hum log gov rule follow karte he, ye log nahi karte",non-sarcastic,no,64.29
Jai Shree Ram triangular_flag triangular_flag triangular_flag orange_heart triangular_flag triangular_flag orange_heart,non-sarcastic,no,22.22
bhavano hicha no. ghya aani tya awad chi gand zhavli na call karun tshi hichi pn zhaun taku,non-sarcastic,no,86.11
Bro woke up and chose violence skull,non-sarcastic,no,0.0
eeski ma ka bhola chehra enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,28.57
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face crying_face crying_face crying_face,non-sarcastic,yes,0.0
jai shree ram... triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,11.11
eat 5 star do something skull moai,non-sarcastic,no,25.0
Ye YouTube Wale dhruv rathi ka channel delete kyu na krte face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,17.65
Laga deya na chuna face_with_tears_of_joy bena khaine k,non-sarcastic,yes,52.17
ram mandir wale like kre red_heart,non-sarcastic,no,33.33
tera ghar per aya tha kya atankwadi,sarcastic,no,69.23
Dalal ..patrakar ..anjana ....bole to Godi media ... face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,10.87
haram ka mall marne sabse phele. aaate he ye sugar,sarcastic,no,70.59
Ram bhi up se the kuch soch kar bolan bhakton face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy grinning_face_with_sweat grinning_face_with_sweat,sarcastic,yes,21.13
Online shopping ka order itni jaldi aata hai ki tab tak fashion hi badal jata hai. Wah service hai boss!🛒🤷‍♂️,sarcastic,yes,68.97
Hindu is real religion in all Indian triangular_flag triangular_flag,non-sarcastic,no,0.0
Jay shree ram behen red_heart raising_hands,non-sarcastic,no,38.46
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
musalamaana kucha buraa kare to tumhe dikkata aura jitanaa khuda ko achchaa banaane kee soche to bhee tumhe dikkata he kabtaka musalamaana se jalate rahoge godee meediyaa face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,73.49
Mil Gaya khata khat khata khat rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,24.53
"If there is democracy and rules of government on the bases of constitution than why is there something uncontrollable by democratic constitutional government. This clearly define dominance of the other entity beyond the democratic government. If government control religious sites of majority than, government must control over minorities and always regulate rules and regulations according to service of well-being . If secular than must be secular from every side",non-sarcastic,no,0.0
ye hi condom tu ja ke tere bap ko pahnana taki tere jesi dusri na ho ben ki lodi guss bhut a rha pr baba sahab ne isko savidhan bana ke sefe kr rkha h,sarcastic,no,92.45
Katuwa sale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,6.38
gujaraata to ko dedo u. pa vaalo ke laayaka nahee hai jaya shree raama triangular_flag hija.do ko doora se namaskaara,sarcastic,no,84.21
cross_mark cross_mark cross_mark cross_mark cross_mark wrong number hai,non-sarcastic,yes,5.56
jal Rahi ha loryy ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,15.38
Yeh uncle bina support ke baithe kaise hai.. mujhe to bhai train ke andar se dekhne par hi maut aa jati face_with_tears_of_joy,non-sarcastic,yes,64.44
"naya idea, purana excuse",sarcastic,no,22.22
aabe o jahil bike wale bujurgon ki eejjat kiya kar tere bap ki road nahin hai aram se gadi chalaya kar kanoon ke dayre mein varna tera kya hal hoga vah road hi bataegi,non-sarcastic,no,94.74
aaur de lo congress ko vote ek ek lakh,sarcastic,no,69.23
Respect button for that lady raising_hands fire red_heart India,non-sarcastic,no,0.0
aare gernaan shepherd to chutiya hai,sarcastic,no,75.0
chapal ghis jayega par pesa milega nehi dekhna,non-sarcastic,no,93.75
Police police_car_light Aplya संरक्षणासाठी Ahe yavar atta Vishwas ठेवायचा की नाही HA Atta Ek Question red_question_mark आहे आत्ता.!,sarcastic,no,45.65
Jai shri ram fire fire fire fire,non-sarcastic,no,30.0
Khalistam check_mark_button all peoples to I fuck that country,non-sarcastic,no,0.0
Iske Baap Condom Use Kara hota to aaj Shayad Atankwadi Paida Nahi Hota face_with_symbols_on_mouth,sarcastic,yes,45.71
yeh act bhi hat jayega wait karo,non-sarcastic,no,81.82
Do nothing + mountain dew = this uncle moai skull,non-sarcastic,no,16.67
German shepherd dekh le or fir ispe video bana.......ch....,sarcastic,no,36.0
"Gravity be like ""mai madarchod hu"" face_with_tears_of_joy",non-sarcastic,yes,23.81
Bike Wale rider mast Hain par foult uska hi hain,non-sarcastic,no,80.0
wo sab to thik hai par tum gand m ungli q kar raha hai... face_with_tears_of_joy,non-sarcastic,yes,58.82
Kutte ki pille kaha hai face_with_monocle thinking_face,non-sarcastic,yes,47.06
bhaarata men vakpha borda ko khatma karanaa chaahie ye dogale neharoo ne banaayaa thaa jaya jaya shree siyaa raama,non-sarcastic,no,100.0
jhantu ki shakal buri lagti hai,non-sarcastic,no,100.0
broken_heart broken_heart broken_heart loudly_crying_face loudly_crying_face loudly_crying_face,non-sarcastic,yes,0.0
We need a stable majority BJP govt. To terminate the waqf board,sarcastic,no,0.0
The moment she mentioned Nehru - Jarur Kuch raita failaya hoga,sarcastic,no,47.06
Bro is the OG y'all moai,non-sarcastic,no,20.0
Eat 5 star do nothing face_with_tears_of_joy,non-sarcastic,yes,0.0
Godi media ne ye nhi bataya ki Modi ne bhi mahlao se Vada Kiya tha 15lakh Dene ki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,37.1
Godi media face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
yeh aalag hi noorkh hain..sitting cn kaha usne bewakoof.,non-sarcastic,no,66.67
jhul mere lund pe moai moai moai,non-sarcastic,no,100.0
jin netaon ne froad kiya vah abhi kyon nahin jail mein hai vah to bjp mein shamil ho gaye ap use per kya kahoge,non-sarcastic,no,71.43
Gana bhi last me gjb ka h kuch bolna hi nhi h direct clapping_hands face_with_tears_of_joy,non-sarcastic,yes,50.0
India India India India red_heart red_heart red_heart,non-sarcastic,no,0.0
Musjame.. face_with_tears_of_joy face_with_tears_of_joy yaar name kaha kaha se late ho,non-sarcastic,yes,27.78
me bhi jaunga bata dena kaha class lag rhi hai face_with_tears_of_joy,non-sarcastic,yes,53.85
"raathee jee kitanaa ghoosa liye ho,,,isa taaeepa kaa vidiyo banaane ke lie,,,eka nan kaa phenkoo hai re too,,,khuda kaa puraanaa vidiyo dekha le",sarcastic,no,79.66
aare u a mal ? ee mean girl ?,sarcastic,no,20.0
Hahaha rolling_on_the_floor_laughing rolling_on_the_floor_laughing dalal mediya aur juta chatne bala janralist hahaha rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,12.35
sirf ek aur logo change ka announcement,sarcastic,no,62.5
ekta kapoor ko bhi piche chod diya apne,sarcastic,no,100.0
Le moot Diya tere dhruv rathee pe face_with_tears_of_joy,sarcastic,yes,37.5
Gravity syd chutti pr hai slightly_smiling_face,sarcastic,yes,41.67
Esme gravity kaha gayi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,11.76
face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing thumbs_up,non-sarcastic,yes,0.0
ye bolne wala bhi jo tihad jail kat kar achuka hai,non-sarcastic,no,100.0
khotaaradee baaee.... hee pana navaryaa laa sodoona raahate.... aataa maatra poojaa karata phirate....,sarcastic,no,68.89
Abhi bhi waqt h मोदी जी ko lao हिंदुत्व और apna धर्म bchao folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone folded_hands_light_skin_tone,sarcastic,no,22.86
The power of general knowledge red_heart,non-sarcastic,no,0.0
aallah ki dua se hum bachhe jyada krenge lekin jb bt ayegi pdhne ki hum nhi padhayenge kyoki garib h n hum wah wah nuslims proud h,sarcastic,no,88.46
Koi Nhi madam jab time aaega sab ek sath le lenge Tenshn nhi lene ka face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy JSR red_heart,non-sarcastic,yes,34.38
Le mutt diya gravity py rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,17.86
Aise hi tujh jaiso ko andhbhakt kahte hain face_with_tears_of_joy,sarcastic,yes,59.26
hindu sanskriti ese logo ke liye barbad hai,non-sarcastic,no,69.23
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
Har roz Uncle ka aana jaana hai shayad isliye shakal pe Darr tak nahi face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,45.65
crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords India folded_hands crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords,non-sarcastic,no,0.0
12 baje 12 ke saath aao face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,22.58
eeski gadi mein reverse gear jald hi lagega....bas isse zyada kuch ni bolna hau,sarcastic,no,77.78
aaise kartun to kisi ka bhi bna skte h ...,sarcastic,no,72.22
Fighting back is the only way. Jai hind jai bajarangabali,non-sarcastic,no,58.82
kabhi haydrabad ke bahar bhi nikal tujhe vada karta hu 15minit police ko hatane ki khwaish bhi puri kar denge bc sale,sarcastic,no,85.71
Chutmarike Zomato walon ne biryani mein chuha dala? Swiggy zindabad! 🐀 #FoodHorror,sarcastic,yes,43.33
Proud to be Muslim kehne waale kidhar gye face_with_tears_of_joy,sarcastic,yes,32.0
Tum bhul n paao isaliye ek or girayenge face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,20.0
tharak sale har ladki ko mention karna hai tujhe,sarcastic,no,93.33
Ye bhaishahb itna isliye bol paa rhe he kyuki india me bethe he abey kisi aur country me hona bkl to aukat dikh jati,non-sarcastic,no,95.24
tu mar kyu nahi jata...fatafat truck ke samane ja ke mar ja,sarcastic,no,80.0
sikh kabhi apne ma ki chunar nahi kuchal sakta,non-sarcastic,no,87.5
kaaya bolaavan eelaa kamenta paahuna bolaayalaacha kaahee thevala naahee,non-sarcastic,no,100.0
Hamare pass bhejo ham pel de enko 23 sal se bhukha hu face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,42.5
Chal bhadve sabse bada aatankwad media Kamre Ke Samne Goli marne wala hai clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes fire fire fire fire fire fire fire fire fire fire fire fire fire,sarcastic,yes,16.11
jab apne hi chhura ghop de na bo bhi peeth m dukh hota hai,non-sarcastic,no,100.0
8k ka hei dene ko kaha tha Bjp jaise nhi 1.2L dega face_with_tears_of_joy,sarcastic,yes,42.86
Mountain dew bayam odhulu jathindhengu rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button,non-sarcastic,no,7.69
kejriwal the most currupted person in indian politics . . . is baar modi sarkar .,sarcastic,no,20.0
next phase announced before previous started,sarcastic,no,0.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing aur de lo en logo ko vote face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,4.17
