comment,human_labelled,ai_labelled,emoji_present,hindi_pct
kya sach mein nuslim ke nan ke andar hinduon ke liye gussa aur bhara hua hai crying_face crying_face crying_face,non-sarcastic,sarcastic,yes,58.54
enraged_face enraged_face enraged_face enraged_face enraged_face face_with_tears_of_joy check_mark_button cross_mark,non-sarcastic,sarcastic,yes,0.0
abhee to jaya shree raama hogayaa / mahaakaala baakee hai fire,non-sarcastic,sarcastic,no,90.48
aur jii han I am proud to be a Muslim,non-sarcastic,non-sarcastic,no,36.36
burnol stock nill face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,0.0
bohot jald waaqf jhatu bhi gayab hone wala hai relieved_face,sarcastic,sarcastic,no,81.82
aabe chaudhari ko samajh nein nahin aaata hai ki isko aagar nusalman ki bheed aagar mil jaye to isko jo hai khali atankwadi najar aaata hai,non-sarcastic,sarcastic,no,87.76
ekta kapoor cross_mark ek thi kapoor check_mark_button,sarcastic,sarcastic,yes,47.06
triangular_flag triangular_flag ayodhyaa men baabaree masjida kaba thee vaha to raama mandira thaaaura rahegaajaya shree raama triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,73.33
tum media wale kabhi to acha bolo...,non-sarcastic,sarcastic,no,73.33
plz action this woman enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
Gravity gayi maa ch*da ne face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,20.0
I am from UP sleepy_face but I voted to bjp thumbs_up,non-sarcastic,non-sarcastic,no,0.0
Bow to his knowledge relieved_face fire,non-sarcastic,non-sarcastic,no,0.0
Bohot khujli thi tujhe video bna ne ki face_with_tears_of_joy,non-sarcastic,sarcastic,yes,52.0
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag jay sree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag jay sree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag jay sree ram,non-sarcastic,non-sarcastic,no,22.73
nuslim to ise bad me marega pahele hindu log esi tod do,sarcastic,sarcastic,no,94.44
tumhee pana te kelaa asela mhanoona tulaa vaatata kee raama techa kela asela aani khara saangayacha tara tu raamaachyaa nakhaanchee barobaree pana naahee,non-sarcastic,sarcastic,no,94.55
And here we know how gali(behnchod)is discovered face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
beta bolo triangular_flag jaya shree raama triangular_flag,non-sarcastic,non-sarcastic,no,57.14
Wah kya soch hai teri face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,21.43
Tera apna baap v yahi rhta tha dallle face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,38.89
India India India enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
Galat bol Rahi hain aap.. India and secular do words ek saath nhi use hote hain,sarcastic,sarcastic,no,75.0
jo bhee isake aasa paasa kaa ho. una logo me se kisee ko himmata karake aise logo ko sabaka sikhaanaa chaahie,non-sarcastic,sarcastic,no,97.37
Abe lvdi apna face dikhane se Dr rhi hr face_with_tears_of_joy,non-sarcastic,sarcastic,yes,46.15
are hilaa budhavaara pethechyaa baahera konee sodalan,non-sarcastic,sarcastic,no,63.16
canada walo tumhare bht bure din ayenge dkh lena sale terrorist,sarcastic,sarcastic,no,85.71
ng video ka banvto re chutya enraged_face,sarcastic,sarcastic,no,57.14
aac bahut chalta hai,non_sarcastic,sarcastic,no,100.0
face_with_tears_of_joy face_with_tears_of_joy chal be chutiya aaj tak News face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,16.67
Eat 5 star star do nothing check_mark_button mountain dew :dar ki MC,non-sarcastic,sarcastic,no,10.53
Agyi congress teri road pe clown_face clown_face face_with_tears_of_joy,non-sarcastic,sarcastic,yes,16.67
Elvis ke time Amma chudwa rha thaa kya #boycute red_heart red_heart red_heart red_heart red_heart red_heart red_heart Aaj Tak face_with_tears_of_joy,non-sarcastic,sarcastic,yes,28.85
Pagal hojaya inhe litha ke marro isku,sarcastic,sarcastic,no,100.0
Ye hai muslim ki pachan bheek maag na face_with_tears_of_joy,non-sarcastic,sarcastic,yes,41.67
iss kuti ko ticket mila kaise,sarcastic,sarcastic,no,90.0
Allah he alli kaha he face_with_tears_of_joy,non-sarcastic,sarcastic,yes,27.78
Hm 2 humare 70 sab face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,2.47
Yeh India nahi hai chutiye face_with_tears_of_joy,sarcastic,sarcastic,yes,36.84
sarakaara banee hotee to khataakhata aate eka dina jaroora milegaa,sarcastic,sarcastic,no,100.0
godee enkara saale kisa duniyaa me ho kaagresa aaegee tero .....maaregee bhee,sarcastic,sarcastic,no,83.87
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,22.22
Dhruv cockroach cockroach cockroach Google se gyan lete hai aur sudhanshu ji Google ko bhi pel deta hai,sarcastic,sarcastic,no,45.71
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic,sarcastic,no,0.0
tu hindu nahi hai hindu ki paida ki huyi nazayz olad hai bhen ke lode,sarcastic,sarcastic,no,100.0
eetna lalach karenge kal ko desh bhi bech denge ye sab paise ke liye aur nam modi ji ka lagayenge,sarcastic,sarcastic,no,94.12
navatach aandhare...aandhar ch dakhavnr prakash nhi...sagli labadi,sarcastic,sarcastic,no,78.57
Hai bhagwan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ye kya kehe raha hai yr,sarcastic,sarcastic,yes,20.69
aapne bap ka khake padosi ko bap bolne wale kuch hijde up me hai triangular_flag triangular_flag triangular_flag,sarcastic,sarcastic,no,69.7
ooss tym ye paida nhi hua tha skull jb paida hoga tbhi gyan pelega moai,sarcastic,sarcastic,no,85.19
amazing day today . i can't wait for tomorrow,non_sarcastic,non-sarcastic,no,0.0
Mountain dew dar ki maa ch***t rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,9.76
bjp wale toh devta hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,24.24
babri masjid khud gai or tu bhi chudegi or bagal vali bhi,sarcastic,sarcastic,no,85.0
All dog's vs 1 lion India,non-sarcastic,sarcastic,no,0.0
yoopee ke avvala darje ke pitha piche se vaara karane vaale hija.de face_with_tears_of_joy,non-sarcastic,sarcastic,yes,64.71
cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark,non-sarcastic,sarcastic,yes,0.0
nountain due dar ki ma ki chut,non-sarcastic,sarcastic,no,70.0
tu kiti janana udun ghetls tula savay ahe,non-sarcastic,sarcastic,no,86.67
12sna potni rand she tu gav j,non-sarcastic,sarcastic,no,88.89
Ghar jal Raha hai kya face_with_tears_of_joy,non-sarcastic,sarcastic,yes,42.11
Narendra Modi ji zindabad baba smiling_face_with_sunglasses flexed_biceps_light_skin_tone fire,sarcastic,non-sarcastic,yes,17.65
Laude marr jayega na 5 sparkles kamm ayega na mountain dew face_with_tears_of_joy,non-sarcastic,sarcastic,yes,35.48
Eat 5 Star Do Nothing smiling_face_with_hearts,sarcastic,sarcastic,yes,0.0
Don't worry sir. They gonna suck it....,sarcastic,sarcastic,no,0.0
bulldozer baba ke jai jai jai jai jai jai jai jai jai jai jai jai jai jai. sreeeeeeeee raan,non-sarcastic,sarcastic,no,75.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hug diya godi ka dalla,sarcastic,sarcastic,yes,19.51
kahe ka saram dala .. clapping_hands,sarcastic,sarcastic,no,41.67
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,sarcastic,yes,0.0
Teri maa ki chud lavdi. Or bap ka sath Sona Vali lavdi face_with_tears_of_joy,non-sarcastic,sarcastic,yes,59.38
eendia me dhram ke nam par ag fire ye sale midia wale hai,non-sarcastic,sarcastic,no,72.22
Camera man ko careful hona chahiye tha jab Ram ji k mandir shooting kar rahe the to anchor ki shoe wala portion nhi ana chahiye tha. It might be not intentionally or it not happened intentionally #but we should careful every time JAI SHRI RAM JI folded_hands,non-sarcastic,non-sarcastic,no,51.43
Heart touching video cross_mark heart attack video check_mark_button,non-sarcastic,sarcastic,yes,0.0
सांप निकल जाने के बाद लकीर पीटने से क्या फायदा face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,2.33
beta tumne kam hi aisa kiya he tumhari koi aukad nahi thi ram mandir banane ki,sarcastic,sarcastic,no,96.15
dhruv rathee kidhar chupe ho rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,9.68
sudheera chaudharee jee abhee sarakaara banee to naheen hai jaba sarakaara banegee taba mahilaaon ke khaate men khataakhata khataakhata khataakhata aaenge,sarcastic,sarcastic,no,89.47
ek aurat ho kar devi saman ek aurat k bare me bura bol rahi h tu waisi hogi waisa sab koi nai hota thuu h aisi aurat k upar,sarcastic,sarcastic,no,97.73
nark me nyi jagah nyi saja hai iske liye alg se,non-sarcastic,sarcastic,no,88.89
Positive news converted to Negative news because A Muslim boy won the Big Boss show... Gooobhakt Sadme m,sarcastic,sarcastic,yes,25.93
ab toh planning bhi suspense genre me aati hai,sarcastic,sarcastic,no,69.23
neri puri feed me isse bhura kya hi ho sakta hai. pile_of_poo,non-sarcastic,sarcastic,no,50.0
Instagram reels cross_mark Indian telivision casting check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,yes,0.0
eent na bahut achi acting ki,non-sarcastic,sarcastic,no,88.89
vakpha borda ko baina karanaa chaahie bhaarata sarakaara ko vakpha borda kaanoona rada karanaa chaahie triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,68.89
yaha dekh k fat rahi h skull,non-sarcastic,sarcastic,no,90.0
गांव बसा नही लुटेरे पहले ही आ गए। rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,28.0
uncle gadi me latth rkha kro,sarcastic,sarcastic,no,90.0
phirshe chunaw hona chahiye dhoka diyale chorone sharkarko ghomrah kiyahe phirshe chunaw hola chahiye upme,non-sarcastic,sarcastic,no,100.0
tuma logon ke saatha aisaa hee honaa chaahie bheekha maangane vaalon jaba taka apanaa khuda kaa dimaaga naheen chalaaoge taba taka pooree jindagee aise hee dhokhe khaaoge dhakke khaaoge,non-sarcastic,sarcastic,no,100.0
ek ek ki ma chodunga in khalistani atankbadi ki enraged_face enraged_face randy ki paidaish,sarcastic,sarcastic,no,51.52
gravity nam ki koi chij hi nahin hai,non-sarcastic,sarcastic,no,81.82
sir apko to chut aur chuche dekhne ko milte honge,sarcastic,sarcastic,no,93.75
Doesn't matter India is in our heart,non-sarcastic,non-sarcastic,no,0.0
zg v rcn vc v hm vyfnt vg v,non-sarcastic,non-sarcastic,no,5.88
baajaaroo hai aura kara bhee kyaa sakatee hai aukaata kandoma vaalee hee to hai isakee eenc,non-sarcastic,sarcastic,no,96.67
Personal property donated by Muslims why u interfere in others property's your community people have forcefully taken Muslims property at time Independence why your ancestors migrated from Africa check your DNA.,sarcastic,unknown,no,0.0
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,sarcastic,yes,0.0
Mountain dew dar kmc face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,3.57
Perfect definition of behenchod face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,0.0
jerman spared jra mil le ek bar ense,non-sarcastic,sarcastic,no,66.67
Jay shree Ram flag_in_hole triangular_flag folded_hands,non-sarcastic,non-sarcastic,no,17.65
"He is just brainwashing by his videos to the 14-19 age group Kids who are not even mature enough. He is just manipulating, creates hate towards Honorable PM. NOTHING ELSE",non-sarcastic,non-sarcastic,no,0.0
apni behan ke bare me bol rahe ho kya,sarcastic,sarcastic,no,100.0
Aare congress power madhe kuthe aali aahe godi media face_with_tears_of_joy,sarcastic,sarcastic,yes,40.74
Hira thakur bali kheer he kispe kiya dedo yaar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,27.87
enraged_face enraged_face देशद्रोही कोंग्रेस enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
ela yach oottar shri vishnu detil,non-sarcastic,non-sarcastic,no,61.54
nehro jaise logo ko gali dunga to gali bhi bura manjayega aise log sab se badi gali hai,non-sarcastic,sarcastic,no,92.86
matalaba kongresa apanee hee paartee ke netaao para bhee kaarravaaee karatee thee,non-sarcastic,sarcastic,no,80.0
pehle poori taqreer sun kar ao,non-sarcastic,sarcastic,no,90.0
tumhari toh aallah ki den hai tum kuch nai krte sab aallah dete hai face_with_tears_of_joy,sarcastic,sarcastic,yes,68.57
German Shepherd won't speak about this,non-sarcastic,sarcastic,no,0.0
kan par ek padhna chahiye tha iske,non-sarcastic,sarcastic,no,100.0
Tare ma de lan angry_face angry_face angry_face,non-sarcastic,sarcastic,yes,29.41
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy lag Gai fire,non-sarcastic,sarcastic,yes,8.11
wagf board sarkar ko ban kar dena chahiye,non-sarcastic,sarcastic,no,71.43
400 par hote hi waqf the fu*k ho jayega.,non-sarcastic,sarcastic,no,70.59
"Ram mandir tha..,ram mandir hai..,ram mandir hi rahega.. triangular_flag bow_and_arrow jay shree ram bow_and_arrow triangular_flag",sarcastic,non-sarcastic,no,22.45
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
kabhi apna aur auro ka dikha diya kar,sarcastic,sarcastic,no,100.0
aarey sarkar to banane de! aadmin dalla hai!,sarcastic,sarcastic,no,81.25
sala chutiya nehru madarchod enraged_face enraged_face,sarcastic,sarcastic,no,36.84
फाटली का face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing जास्त फाटली असेल तर शिवून घे face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,3.75
Rahul gandhi ka accoubt check krna padega. Taki govt account se na de rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,23.81
"bhai kisne iski leker payment nhi ki face_with_tears_of_joy ,jo itna naraz h",sarcastic,sarcastic,yes,55.17
सभी महिलाओं को लखपति बनने की हार्दिक घदाई rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,8.11
I am a Muslim and Alhamdulillah I am proud of being a Muslim Videos should not be cut and uploaded Because We also know how to cut and upload videos.,non-sarcastic,non-sarcastic,no,0.0
he aaeekanyaa paikshaa mee inst band karto,non-sarcastic,sarcastic,no,71.43
Waah ye to hona hi thaa face_with_tears_of_joy,sarcastic,sarcastic,yes,47.62
"@Varun kal raat @Rahul ke ghar FIFA match hua, bhai kya mast game thi!🎮⚽️",non_sarcastic,non-sarcastic,yes,53.57
char joote padege bat krna seekh jayegi,non-sarcastic,sarcastic,no,100.0
Father of Dhruv Rathee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
abhi to 2 bay baki he,non-sarcastic,sarcastic,no,87.5
Shurpnaka kaisi ho face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,17.5
Bolo jai shree ram triangular_flag folded_hands sparkles,non-sarcastic,non-sarcastic,no,31.58
Hichyvr buldozer chalvava vataoy randi kutli face_with_symbols_on_mouth,sarcastic,sarcastic,yes,40.0
laure se tum bolte raho atanwadi,sarcastic,sarcastic,no,61.54
Hindu rashtra raising_hands raising_hands red_heart red_heart,non-sarcastic,non-sarcastic,no,0.0
jay shri ram folded_hands folded_hands folded_hands,non-sarcastic,non-sarcastic,no,19.05
kash ye iske bap ne laga kiya hota to ye paida hi na hoti,sarcastic,sarcastic,no,100.0
Aare congress power madhe kuthe aali aahe godi media face_with_tears_of_joy,sarcastic,sarcastic,yes,40.74
or masjid se pehle vha kya tha?,non-sarcastic,sarcastic,no,81.82
har jagah dhruv rathi thodi na bolega check_mark_button,sarcastic,sarcastic,no,52.63
German shepherd ne vi tera brainwash kar diya face_with_tears_of_joy matured person don't do this type of debate face_with_tears_of_joy sale pachle 60 salo me congress ne kya kiya face_with_tears_of_joy bas dashre country se paise mang ke loan me tha aur us be loan leke tum jaise logo ko kam paise me petrol dete thi or suno wo tab ki baat thi petrol koi unlimited thing nahi hai aab petroleum Kam hoga tho uska Paisa tho badhega n just common sense face_with_tears_of_joy aur suno aab baat karte hai ki itna mahangai kuy badh Raha hai tum log bolte ho n ki hamare country developed country nahi hai or aab jab India 3 highest economy hai wo apne aap tho nahi hoga n rolling_on_the_floor_laughing uske liye revolution tho hoga n aab kam paiso me tho ye country developed nahi ban sakta face_with_tears_of_joy aab ye tumlogo ka problem hai ki tum log abhi tak revolutionary people nahi ban sake face_with_tears_of_joy salo agar abhi tak congress hota n tho India or Pakistan ke beech me koi phark nahi hota face_with_tears_of_joy aur tere baap German shepherd ko bolna 10 saal German me rahe ke sare india ke logo ko brainwash nahi kar sakta rolling_on_the_floor_laughing wo congress ka pilla hai or pilla hi rahega face_with_tears_of_joy just thoda research kare wo koi genius nahi ban sakta face_with_tears_of_joy thumbs_up_light_skin_tone aur mujhe pata hai ki ye baat tumlog nahi maanpaoge kyuki wo tomlogo ko acche tarike se brainwash kar diya hai rolling_on_the_floor_laughing,sarcastic,sarcastic,yes,54.53
